"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 17 15:43:44 IST 2023","Sun Sep 17 15:45:00 IST 2023","75965","","General store app","","","","should allow item checkout",""
